1,1
4,2
5,3
6,4
8,5
9,6
10,7
11,8
12,9
13,10
15,11
16,12
18,13
19,14
20,15
21,16
29,17
30,18
35,19
38,20
42,21
43,22
49,23
51,24
54,25
60,26
64,27
67,28
69,29
70,30
